"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"DRAD","Digirad Corporation","1.6","32190588.8","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","2.6","18596778.2","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/dgly",
"APPS","Digital Turbine, Inc.","1.44","109648782.72","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/apps",
"DCOM","Dime Community Bancshares, Inc.","20.025","752363219.925","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","38.08","1888400413.76","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/diod",
"DISCA","Discovery, Inc.","26.58","13878552992.58","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disca",
"DISCB","Discovery, Inc.","29.5","15403209679.5","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/discb",
"DISCK","Discovery, Inc.","24.59","12839489017.59","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/disck",
"DISH","DISH Network Corporation","30.91","14446720127.4","n/a","1995","Consumer Services","Television Services","https://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","6.95","44837890.25","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"SAUC","Diversified Restaurant Holdings, Inc.","1.01","27191612.89","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/sauc",
"DLHC","DLH Holdings Corp.","5.72","68065105.68","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/dlhc",
"BOOM","DMC Global Inc.","49.45","735579777.35","n/a","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/boom",
"DNBF","DNB Financial Corp","33.45","143718393.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/dnbf",
"DOCU","DocuSign, Inc.","52.1","8158091837.6","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/docu",
"DOGZ","Dogness (International) Corporation","3.51","90956844.81","n/a","2017","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/dogz",
"DLTR","Dollar Tree, Inc.","86.38","20539053909.36","n/a","1995","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/dltr",
"DLPN","Dolphin Entertainment, Inc.","3.06","33937505.28","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpn",
"DLPNW","Dolphin Entertainment, Inc.","0.44","0","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/dlpnw",
"DOMO","Domo, Inc.","18.67","465887558.02","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/domo",
"DGICA","Donegal Group, Inc.","14.255","402895280.18","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","13.45","380143214.2","n/a","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","19.4","626227615.6","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","73.14","2437856913.78","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/dorm",
"DOVA","Dova Pharmaceuticals, Inc.","24.32","685611589.12","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"LYL","Dragon Victory International Limited","3.15","36750001.05","n/a","2017","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/lyl",
"DOTA","Draper Oakwood Technology Acquisition, Inc.","9.99","23060766.15","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dota",
"DOTAR","Draper Oakwood Technology Acquisition, Inc.","0.59","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotar",
"DOTAU","Draper Oakwood Technology Acquisition, Inc.","10.8","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotau",
"DOTAW","Draper Oakwood Technology Acquisition, Inc.","0.7","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/dotaw",
"DBX","Dropbox, Inc.","31.01","12416326443.99","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dbx",
"DCAR","DropCar, Inc.","1.2985","10143783.314","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/dcar",
"DRYS","DryShips Inc.","4.92","499174653.96","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/drys",
"DSPG","DSP Group, Inc.","13.15","298190254.75","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/dspg",
"DLTH","Duluth Holdings Inc.","25.05","816210738.15","n/a","2015","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/dlth",
"DNKN","Dunkin&#39; Brands Group, Inc.","73.02","6058302330.24","n/a","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dnkn",
"DRRX","DURECT Corporation","1.505","243372505.53","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","42.53","738901377.03","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dxpe",
"DYSL","Dynasil Corporation of America","1.3599","23442138.4266","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.925","23661489.15","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","15.75","980817012","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","59.64","15739579040.64","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/etfc",
"SSP","E.W. Scripps Company (The)","12.89","1052950586","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/ssp",
"EBMT","Eagle Bancorp Montana, Inc.","19.05","104021610.6","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","57.4","1969180759","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","5.445","397517719.005","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/egle",
"EFBI","Eagle Financial Bancorp, Inc.","16.16","26062977.28","n/a","2017","Finance","Savings Institutions","https://www.nasdaq.com/symbol/efbi",
"EGRX","Eagle Pharmaceuticals, Inc.","83.3425","1236422491.515","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/egrx",
"EWBC","East West Bancorp, Inc.","66.18","9589350103.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ewbc",
"EACQ","Easterly Acquisition Corp.","10.35","207161221.95","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacq",
"EACQU","Easterly Acquisition Corp.","9.41","0","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacqu",
"EACQW","Easterly Acquisition Corp.","1.22","0","n/a","2015","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/eacqw",
"EML","Eastern Company (The)","28.9","181058500","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/eml",
"EAST","Eastside Distilling, Inc.","8.08","42224262","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/east",
"EASTW","Eastside Distilling, Inc.","2.56","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/eastw",
"EVGBC","Eaton Vance NextShares Trust","100.02","60012000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evgbc",
"EVSTC","Eaton Vance NextShares Trust","100.02","95019000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evstc",
"EVFTC","Eaton Vance NextShares Trust II","100.05","52526250","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evftc",
"EVLMC","Eaton Vance NextShares Trust II","99.97","69979000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/evlmc",
"OKDCC","Eaton Vance NextShares Trust II","100.06","512807500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/okdcc",
"EBAY","eBay Inc.","34.2","33994048762.8","n/a","1998","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebay",
"EBAYL","eBay Inc.","26.1691","0","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ebayl",
"EBIX","Ebix, Inc.","84.05","2652044190.65","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","8.29","37655749.9","n/a","1998","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","31.5","893676325.5","n/a","2009","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/echo",
"SATS","EchoStar Corporation","45.3","4352765697.9","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","13.95","60168233.25","n/a","1987","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/eei",
"ESES","Eco-Stim Energy Solutions, Inc.","0.68","50913964.36","n/a","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/eses",
"EDAP","EDAP TMS S.A.","3.25","95362455.5","29342294","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/edap",
"EDGE","Edge Therapeutics, Inc.","1.005","31402462.155","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/edge",
"EDGW","Edgewater Technology, Inc.","5.12","73697669.12","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/edgw",
"EDIT","Editas Medicine, Inc.","36.28","1727087523.16","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/edit",
"EDUC","Educational Development Corporation","19.95","81664945.95","n/a","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/educ",
"EGAN","eGain Corporation","13.9","381883067.8","n/a","1999","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/egan",
"EGLT","Egalet Corporation","0.351","18598549.671","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eglt",
"EHTH","eHealth, Inc.","24.02","456212316.38","n/a","2006","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ehth",
"EIDX","Eidos Therapeutics, Inc.","21.25","761058698.75","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eidx",
"EIGR","Eiger BioPharmaceuticals, Inc.","10.8","113833306.8","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eigr",
"EKSO","Ekso Bionics Holdings, Inc.","1.8988","114601961.9708","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ekso",
"LOCO","El Pollo Loco Holdings, Inc.","11.9","459768852.2","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/loco",
"EMITF","Elbit Imaging Ltd.","2.4473","22492664.4184","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","119.2","5096179294.4","n/a","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/eslt",
"ERI","Eldorado Resorts, Inc.","44.45","3433367561.75","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/eri",
"ESIO","Electro Scientific Industries, Inc.","17.92","611151905.28","n/a","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/esio",
"ECOR","electroCore, Inc.","15.3","434949853.5","n/a","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ecor",
"EA","Electronic Arts Inc.","147.49","45148450473.07","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","34.8897","1560292504.584","n/a","1992","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","3.9408","13381069.1568","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/else",
"ESBK","Elmira Savings Bank NY (The)","20.48","62226677.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/esbk",
"ELOX","Eloxx Pharmaceuticals, Inc.","16.23","542524072.74","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/elox",
"ELTK","Eltek Ltd.","3.8","7708497.6","n/a","1997","Technology","Electrical Products","https://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group Inc.","28.67","617589529.72","n/a","1982","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","36","81761004","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","5.3","145525068","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","4.8135","62255609.2305","n/a","1994","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/emms",
"NYNY","Empire Resorts, Inc.","19","621971441","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/nyny",
"ENTA","Enanta Pharmaceuticals, Inc.","122.22","2354885949.78","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","36.5","946491136","n/a","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","48.7","1015110007.6","n/a","1992","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/wire",
"ENDP","Endo International plc","11.15","2495268535","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","17.34","1205158437.6","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","5.29","444414582.22","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/elgx",
"NDRA","ENDRA Life Sciences Inc.","2.0881","8191672.6787","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ndra",
"NDRAW","ENDRA Life Sciences Inc.","0.6","0","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ndraw",
"EIGI","Endurance International Group Holdings, Inc.","10.3","1469958062.5","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/eigi",
"WATT","Energous Corporation","14.4899","368839694.4949","n/a","2014","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","2.17","25901328.32","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/efoi",
"ERII","Energy Recovery, Inc.","8.48","453709128.8","n/a","2008","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/erii",
"EGC","Energy XXI Gulf Coast, Inc.","8.99","300223755.99","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/egc",
"ENG","ENGlobal Corporation","1.32","36318981.6","n/a","n/a","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","6.765","655180433.985","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","213.9","4589265568.8","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/esgr",
"ESGRP","Enstar Group Limited","25.44","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/esgrp",
"ENFC","Entegra Financial Corp.","29.75","204930346.25","n/a","2014","Finance","Banks","https://www.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","37.85","5364827660.2","n/a","2000","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/entg",
"ENTX","Entera Bio Ltd.","5.97","68227070.4","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entx",
"ENTXW","Entera Bio Ltd.","0.88","0","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entxw",
"EBTC","Enterprise Bancorp Inc","38.31","447560904.03","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","56","1294230280","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/efsc",
"EPZM","Epizyme, Inc.","13.35","927662236.8","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","101.55","1391183615.7","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","434.21","34501359180.12","n/a","2000","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","10.5","34835535","n/a","2015","Finance","Savings Institutions","https://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","42.4","668889722.4","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/eqbk",
"ERIC","Ericsson","8.255","2570794875.545","311422759","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","119.935","6271385318.58","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/erie",
"ERYP","Erytech Pharma S.A.","11.1","55745831.7","5022147","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eryp",
"ESCA","Escalade, Incorporated","13.8","198936522","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/esca",
"ESPR","Esperion Therapeutics, Inc.","43.21","1157405646.37","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/espr",
"ESQ","Esquire Financial Holdings, Inc.","25.75","191727367.25","n/a","2017","Finance","Commercial Banks","https://www.nasdaq.com/symbol/esq",
"ESSA","ESSA Bancorp, Inc.","15.85","186499167.65","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","3.41","19696494.18","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","14.42","543001149.46","n/a","n/a","Consumer Services","Paper","https://www.nasdaq.com/symbol/esnd",
"ESTA","Establishment Labs Holdings Inc.","26.05","0","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/esta",
"ESTR","Estre Ambiental, Inc.","8.3","424849875.6","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.45","0","n/a","n/a","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/estrw",
"VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","47.54","408844000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vbnd",
"VUSE","ETF Series Solutions Trust Vident Core US Equity ETF","34.34","521968000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vuse",
"VIDI","ETF Series Solutions Trust Vident International Equity Fund","25.75","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vidi",
"ETSY","Etsy, Inc.","43.82","5235417286.4","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","4.25","8763113.25","n/a","1997","Consumer Durables","Diversified Electronic Products","https://www.nasdaq.com/symbol/clwt",
"EDRY","EuroDry Ltd.","7.8","1560000000","n/a","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/edry",
"EEFT","Euronet Worldwide, Inc.","85.86","4402973179.98","n/a","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.63","18376825.38","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/esea",
"EVLO","Evelo Biosciences, Inc.","14.5","459940739.5","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evlo",
"EVBG","Everbridge, Inc.","49.63","1426919475.24","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","3.625","53635471","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/evk",
"EVER","EverQuote, Inc.","17.91","444221156.88","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ever",
"MRAM","Everspin Technologies, Inc.","9.35","155898936.05","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/mram",
"EVLV","EVINE Live Inc.","1.54","101056440.1","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/evlv",
"EVOP","EVO Payments, Inc.","22.89","1725005576.07","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/evop",
"EVFM","Evofem Biosciences, Inc.","2.37","62244115.8","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evfm",
"EVGN","Evogene Ltd.","2.9","74687461.3","n/a","n/a","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","2.77","46466243.09","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evok",
"EOLS","Evolus, Inc.","20.29","479663492.81","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eols",
"EVOL","Evolving Systems, Inc.","2.65","32105788.8","n/a","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/evol",
"EXAS","Exact Sciences Corporation","67.64","8245199659.2","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/exas",
"FLAG","Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S","41.97","16788000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/flag",
"ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa","40.55","186530000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/robo",
"XELA","Exela Technologies, Inc.","4.9","747569568.2","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","21.3","6323253894","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","3.7","86822187.2","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","62.36","2144939361.72","n/a","2006","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/exls",
"EXPI","eXp World Holdings, Inc.","13.9158","783513310.6512","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/expi",
"EXPE","Expedia Group, Inc.","125.49","18842042527.89","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","73.45","12830253418.45","n/a","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","48.85","2540639747.7","n/a","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","77.575","43575506575","n/a","1992","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/esrx",
"STAY","Extended Stay America, Inc.","21.85","4150516400.4","n/a","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/stay",
"XOG","Extraction Oil & Gas, Inc.","13.96","2453184113.16","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","8.84","1024490274.6","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","0.599","25089117.995","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.05","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eyegw",
"EYEN","Eyenovia, Inc.","6.58","65383953.18","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eyen",
"EYPT","EyePoint Pharmaceuticals, Inc.","2.42","130752399.14","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/eypt",
"EZPW","EZCORP, Inc.","12.25","667189108.25","n/a","1991","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","172.34","10532488957.62","n/a","1999","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","209.94","607698149415.12","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/fb",
"DAVE","Famous Dave&#39;s of America, Inc.","6.55","59404294.9","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/dave",
"FANH","Fanhua Inc.","30.65","979238719.65","31949061","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","27.95","473137264.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/farm",
"FMAO","Farmers & Merchants Bancorp, Inc.","47.8","442913844","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fmao",
"FFKT","Farmers Capital Bank Corporation","55.15","414717742.1","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","16.85","465749518.85","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fmnb",
"FAMI","FARMMI, INC.","4","46720000","n/a","2018","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/fami",
"FARO","FARO Technologies, Inc.","57.925","982463665.925","n/a","1997","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","57.47","16490932306.45","n/a","1987","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/fast",
"FAT","FAT Brands Inc.","6.57","66709152","n/a","2017","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/fat",
"FATE","Fate Therapeutics, Inc.","10.81","571399801.26","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/fate",
